exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
1,99,vehicle,high,low,0.992950073603216,0.7599091808310504,0.9898709191523158,0.8878624692325406,0.7083333333333334,Java_high_Java_low_results.csv
26,182,vehicle,high,low,0.990715797901058,0.6959974814510188,0.9868542798560092,0.8599370259581297,0.6444444444444445,Java_high_Java_low_results.csv
26,99,vehicle,high,low,0.992790381576205,0.690528944973188,0.9910780980234436,0.9245430284155016,0.6363636363636364,Java_high_Java_low_results.csv
68,64,vehicle,high,low,0.9903008152147268,0.6597643911628415,0.9842394579737068,0.8799852299348756,0.6584928229665072,Java_high_Java_low_results.csv
1,101,vehicle,high,low,0.991254195611103,0.5583860239421085,0.9871249188084704,0.9218335352159448,0.7,Java_high_Java_low_results.csv
26,180,vehicle,high,low,0.9901890298702,0.7392127072447735,0.9875379823644096,0.9447519671466074,0.676470588235294,Java_high_Java_low_results.csv
26,132,vehicle,high,low,0.9917426827759072,0.6855004465031802,0.9886253900466888,0.9024849427879136,0.5625,Java_high_Java_low_results.csv
48,132,vehicle,high,low,0.9938656900875424,0.6966480611608332,0.9922811052815071,0.8791997035278529,0.7391304347826088,Java_high_Java_low_results.csv
26,101,vehicle,high,low,0.991314032913332,0.6588646965595784,0.9870991590993786,0.8628706573788306,0.653846153846154,Java_high_Java_low_results.csv
68,63,vehicle,high,low,0.9932109292703648,0.716221748760472,0.9901356317351144,0.9170912429782264,0.6521739130434783,Java_high_Java_low_results.csv
1,104,vehicle,high,low,0.9882251635423804,0.6651593450706801,0.9865211860605856,0.8615413184859442,0.6923076923076923,Java_high_Java_low_results.csv
26,128,vehicle,high,low,0.9916299473223948,0.710213007774367,0.9882387065217813,0.8964167530359142,0.6145104895104896,Java_high_Java_low_results.csv
48,128,vehicle,high,low,0.9923350589307436,0.6969815314799759,0.98932376015802,0.8922801793686455,0.6774193548387097,Java_high_Java_low_results.csv
26,104,vehicle,high,low,0.9882957720428656,0.7409806068270975,0.9858697089711324,0.8972132353975789,0.6,Java_high_Java_low_results.csv
48,41,vehicle,high,low,0.9946878915106866,0.6324127968738051,0.992942149119058,0.958244691294452,0.7142857142857142,Java_high_Java_low_results.csv
1,180,vehicle,high,low,0.9885903893267852,0.6808867444778747,0.9851923401954936,0.921712096269943,0.6785714285714286,Java_high_Java_low_results.csv
68,60,vehicle,high,low,0.9941245682818228,0.7385032243339578,0.9934801684700144,0.910687327378901,0.6666666666666667,Java_high_Java_low_results.csv
26,126,vehicle,high,low,0.9903438534752864,0.7070546410046841,0.9872949717312988,0.9312564307827008,0.6785714285714286,Java_high_Java_low_results.csv
